,full_path,filename,project_species,code,new_filename
2657,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-11-11_IMG_0765.JPG,Hobo-250_2018-11-11_IMG_0765.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-11-11_IMG_0765_dw.JPG
2658,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-09-29_IMG_0058.JPG,Hobo-246_2018-09-29_IMG_0058.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-09-29_IMG_0058_dw.JPG
2659,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-11-11_IMG_0202.JPG,Hobo-246_2018-11-11_IMG_0202.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-11-11_IMG_0202_dw.JPG
2660,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-11-11_IMG_0761.JPG,Hobo-250_2018-11-11_IMG_0761.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-11-11_IMG_0761_dw.JPG
2661,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-10-17_IMG_0113.JPG,Hobo-273_2018-10-17_IMG_0113.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-10-17_IMG_0113_dw.JPG
2662,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-11-11_IMG_0764.JPG,Hobo-250_2018-11-11_IMG_0764.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-11-11_IMG_0764_dw.JPG
2663,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-235_2018-07-31_IMG_0307.JPG,Hobo-235_2018-07-31_IMG_0307.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-235_2018-07-31_IMG_0307_dw.JPG
2664,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-11-12_IMG_0215.JPG,Hobo-273_2018-11-12_IMG_0215.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-11-12_IMG_0215_dw.JPG
2665,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-10-01_IMG_0039.JPG,Hobo-248_2018-10-01_IMG_0039.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-10-01_IMG_0039_dw.JPG
2666,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-05-19_IMG_0007.JPG,Hobo-248_2018-05-19_IMG_0007.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-05-19_IMG_0007_dw.JPG
2667,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-10-15_IMG_0097.JPG,Hobo-273_2018-10-15_IMG_0097.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-10-15_IMG_0097_dw.JPG
2668,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/268355_2018-09-29_IMG_0127.JPG,268355_2018-09-29_IMG_0127.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,268355_2018-09-29_IMG_0127_dw.JPG
2669,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-11-11_IMG_0763.JPG,Hobo-250_2018-11-11_IMG_0763.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-11-11_IMG_0763_dw.JPG
2670,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-11_IMG_0071.JPG,Hobo-248_2018-11-11_IMG_0071.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-11_IMG_0071_dw.JPG
2671,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-335_2018-11-08_IMG_0008.JPG,Hobo-335_2018-11-08_IMG_0008.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-335_2018-11-08_IMG_0008_dw.JPG
2672,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-10-15_IMG_0099.JPG,Hobo-273_2018-10-15_IMG_0099.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-10-15_IMG_0099_dw.JPG
2673,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-10-01_IMG_0081.JPG,Hobo-246_2018-10-01_IMG_0081.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-10-01_IMG_0081_dw.JPG
2674,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-17_IMG_0010.JPG,Hobo-248_2018-11-17_IMG_0010.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-17_IMG_0010_dw.JPG
2675,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-07-25_IMG_0042.JPG,Hobo-250_2018-07-25_IMG_0042.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-07-25_IMG_0042_dw.JPG
2676,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-10-01_IMG_0080.JPG,Hobo-246_2018-10-01_IMG_0080.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-10-01_IMG_0080_dw.JPG
2677,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-10-17_IMG_0112.JPG,Hobo-273_2018-10-17_IMG_0112.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-10-17_IMG_0112_dw.JPG
2678,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-335_2018-11-08_IMG_0007.JPG,Hobo-335_2018-11-08_IMG_0007.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-335_2018-11-08_IMG_0007_dw.JPG
2679,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-11-11_IMG_0762.JPG,Hobo-250_2018-11-11_IMG_0762.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-11-11_IMG_0762_dw.JPG
2680,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/124031_2018-12-14_12140145.JPG,124031_2018-12-14_12140145.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,124031_2018-12-14_12140145_dw.JPG
2681,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-244_2018-11-11_IMG_0259.JPG,Hobo-244_2018-11-11_IMG_0259.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-244_2018-11-11_IMG_0259_dw.JPG
2682,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/179439_2018-12-09_12090022.JPG,179439_2018-12-09_12090022.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,179439_2018-12-09_12090022_dw.JPG
2683,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-11_IMG_0070.JPG,Hobo-248_2018-11-11_IMG_0070.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-11_IMG_0070_dw.JPG
2684,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-09-11_IMG_0107.JPG,Hobo-246_2018-09-11_IMG_0107.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-09-11_IMG_0107_dw.JPG
2685,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-10-15_IMG_0098.JPG,Hobo-273_2018-10-15_IMG_0098.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-10-15_IMG_0098_dw.JPG
2686,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-235_2018-07-31_IMG_0305.JPG,Hobo-235_2018-07-31_IMG_0305.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-235_2018-07-31_IMG_0305_dw.JPG
2687,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-11_IMG_0075.JPG,Hobo-248_2018-11-11_IMG_0075.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-11_IMG_0075_dw.JPG
2688,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/179439_2018-12-09_12090023.JPG,179439_2018-12-09_12090023.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,179439_2018-12-09_12090023_dw.JPG
2689,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/124031_2018-11-19_11190003.JPG,124031_2018-11-19_11190003.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,124031_2018-11-19_11190003_dw.JPG
2690,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/268355_2018-09-29_IMG_0126.JPG,268355_2018-09-29_IMG_0126.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,268355_2018-09-29_IMG_0126_dw.JPG
2691,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-11_IMG_0074.JPG,Hobo-248_2018-11-11_IMG_0074.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-11_IMG_0074_dw.JPG
2692,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-10-27_IMG_0049.JPG,Hobo-248_2018-10-27_IMG_0049.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-10-27_IMG_0049_dw.JPG
2693,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-11-11_IMG_0204.JPG,Hobo-246_2018-11-11_IMG_0204.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-11-11_IMG_0204_dw.JPG
2694,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-233_2018-07-31_IMG_0034.JPG,Hobo-233_2018-07-31_IMG_0034.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-233_2018-07-31_IMG_0034_dw.JPG
2695,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/SM-PG_2018-11-14_IMG_0199.JPG,SM-PG_2018-11-14_IMG_0199.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,SM-PG_2018-11-14_IMG_0199_dw.JPG
2696,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-233_2018-07-31_IMG_0036.JPG,Hobo-233_2018-07-31_IMG_0036.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-233_2018-07-31_IMG_0036_dw.JPG
2697,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/SM-PG_2018-11-14_IMG_0197.JPG,SM-PG_2018-11-14_IMG_0197.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,SM-PG_2018-11-14_IMG_0197_dw.JPG
2698,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-335_2018-11-08_IMG_0004.JPG,Hobo-335_2018-11-08_IMG_0004.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-335_2018-11-08_IMG_0004_dw.JPG
2699,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-11_IMG_0072.JPG,Hobo-248_2018-11-11_IMG_0072.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-11_IMG_0072_dw.JPG
2700,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-11-12_IMG_0216.JPG,Hobo-273_2018-11-12_IMG_0216.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-11-12_IMG_0216_dw.JPG
2701,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-335_2018-11-08_IMG_0009.JPG,Hobo-335_2018-11-08_IMG_0009.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-335_2018-11-08_IMG_0009_dw.JPG
2702,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/268355_2018-09-29_IMG_0129.JPG,268355_2018-09-29_IMG_0129.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,268355_2018-09-29_IMG_0129_dw.JPG
2703,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-10-01_IMG_0035.JPG,Hobo-248_2018-10-01_IMG_0035.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-10-01_IMG_0035_dw.JPG
2704,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-244_2018-11-11_IMG_0258.JPG,Hobo-244_2018-11-11_IMG_0258.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-244_2018-11-11_IMG_0258_dw.JPG
2705,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-09-11_IMG_0106.JPG,Hobo-246_2018-09-11_IMG_0106.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-09-11_IMG_0106_dw.JPG
2706,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-233_2018-07-31_IMG_0035.JPG,Hobo-233_2018-07-31_IMG_0035.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-233_2018-07-31_IMG_0035_dw.JPG
2707,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-05-19_IMG_0009.JPG,Hobo-248_2018-05-19_IMG_0009.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-05-19_IMG_0009_dw.JPG
2708,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-335_2018-11-08_IMG_0006.JPG,Hobo-335_2018-11-08_IMG_0006.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-335_2018-11-08_IMG_0006_dw.JPG
2709,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/179439_2018-12-09_12090021.JPG,179439_2018-12-09_12090021.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,179439_2018-12-09_12090021_dw.JPG
2710,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/268355_2018-09-29_IMG_0128.JPG,268355_2018-09-29_IMG_0128.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,268355_2018-09-29_IMG_0128_dw.JPG
2711,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-10-27_IMG_0050.JPG,Hobo-248_2018-10-27_IMG_0050.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-10-27_IMG_0050_dw.JPG
2712,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-235_2018-07-31_IMG_0306.JPG,Hobo-235_2018-07-31_IMG_0306.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-235_2018-07-31_IMG_0306_dw.JPG
2713,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-05-19_IMG_0008.JPG,Hobo-248_2018-05-19_IMG_0008.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-05-19_IMG_0008_dw.JPG
2714,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-242_2018-06-24_IMG_0009.JPG,Hobo-242_2018-06-24_IMG_0009.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-242_2018-06-24_IMG_0009_dw.JPG
2715,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-244_2018-11-11_IMG_0257.JPG,Hobo-244_2018-11-11_IMG_0257.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-244_2018-11-11_IMG_0257_dw.JPG
2716,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-17_IMG_0015.JPG,Hobo-248_2018-11-17_IMG_0015.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-17_IMG_0015_dw.JPG
2717,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-11-11_IMG_0073.JPG,Hobo-248_2018-11-11_IMG_0073.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-11-11_IMG_0073_dw.JPG
2718,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-250_2018-07-25_IMG_0040.JPG,Hobo-250_2018-07-25_IMG_0040.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-250_2018-07-25_IMG_0040_dw.JPG
2719,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-242_2018-06-24_IMG_0008.JPG,Hobo-242_2018-06-24_IMG_0008.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-242_2018-06-24_IMG_0008_dw.JPG
2720,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-244_2018-11-11_IMG_0260.JPG,Hobo-244_2018-11-11_IMG_0260.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-244_2018-11-11_IMG_0260_dw.JPG
2721,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-273_2018-11-12_IMG_0214.JPG,Hobo-273_2018-11-12_IMG_0214.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-273_2018-11-12_IMG_0214_dw.JPG
2722,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-10-01_IMG_0036.JPG,Hobo-248_2018-10-01_IMG_0036.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-10-01_IMG_0036_dw.JPG
2723,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-248_2018-10-01_IMG_0037.JPG,Hobo-248_2018-10-01_IMG_0037.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-248_2018-10-01_IMG_0037_dw.JPG
2724,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-235_2018-07-31_IMG_0308.JPG,Hobo-235_2018-07-31_IMG_0308.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-235_2018-07-31_IMG_0308_dw.JPG
2725,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/268355_2018-09-29_IMG_0125.JPG,268355_2018-09-29_IMG_0125.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,268355_2018-09-29_IMG_0125_dw.JPG
2726,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Dog/images/Hobo-246_2018-11-11_IMG_0203.JPG,Hobo-246_2018-11-11_IMG_0203.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Dog,dw,Hobo-246_2018-11-11_IMG_0203_dw.JPG
2727,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/Hobo-347_2018-09-27_IMG_0052.JPG,Hobo-347_2018-09-27_IMG_0052.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,Hobo-347_2018-09-27_IMG_0052_dx.JPG
2728,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/HOBO-211_2018-01-23_IMG_0218.JPG,HOBO-211_2018-01-23_IMG_0218.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,HOBO-211_2018-01-23_IMG_0218_dx.JPG
2729,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/Hobo-347_2018-09-27_IMG_0054.JPG,Hobo-347_2018-09-27_IMG_0054.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,Hobo-347_2018-09-27_IMG_0054_dx.JPG
2730,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/Hobo-347_2017-08-16_IMG_0013.JPG,Hobo-347_2017-08-16_IMG_0013.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,Hobo-347_2017-08-16_IMG_0013_dx.JPG
2731,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/Hobo-347_2017-08-16_IMG_0014.JPG,Hobo-347_2017-08-16_IMG_0014.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,Hobo-347_2017-08-16_IMG_0014_dx.JPG
2732,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/HOBO-211_2018-01-23_IMG_0217.JPG,HOBO-211_2018-01-23_IMG_0217.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,HOBO-211_2018-01-23_IMG_0217_dx.JPG
2733,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/HOBO-211_2018-01-23_IMG_0219.JPG,HOBO-211_2018-01-23_IMG_0219.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,HOBO-211_2018-01-23_IMG_0219_dx.JPG
2734,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/HOBO-016_2017-12-24_IMG_0004.JPG,HOBO-016_2017-12-24_IMG_0004.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,HOBO-016_2017-12-24_IMG_0004_dx.JPG
2735,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/Hobo-347_2017-08-16_IMG_0015.JPG,Hobo-347_2017-08-16_IMG_0015.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,Hobo-347_2017-08-16_IMG_0015_dx.JPG
2736,/mnt/ssd-cluster/cara/data/HJA_MARIE/hailey.hester-HJA_MARIE_Mink/images/Hobo-347_2018-09-27_IMG_0053.JPG,Hobo-347_2018-09-27_IMG_0053.JPG,HJA_MARIE/hailey.hester-HJA_MARIE_Mink,dx,Hobo-347_2018-09-27_IMG_0053_dx.JPG
2737,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/146764_2018-10-13_10130367.JPG,146764_2018-10-13_10130367.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,146764_2018-10-13_10130367_dy.JPG
2738,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/150801_2018-10-10_10100063.JPG,150801_2018-10-10_10100063.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,150801_2018-10-10_10100063_dy.JPG
2739,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/146764_2018-10-13_10130369.JPG,146764_2018-10-13_10130369.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,146764_2018-10-13_10130369_dy.JPG
2740,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/146764_2018-09-29_09290417.JPG,146764_2018-09-29_09290417.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,146764_2018-09-29_09290417_dy.JPG
2741,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/131067_2018-12-19_12190051.JPG,131067_2018-12-19_12190051.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,131067_2018-12-19_12190051_dy.JPG
2742,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/081090_2018-10-12_10120267.JPG,081090_2018-10-12_10120267.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,081090_2018-10-12_10120267_dy.JPG
2743,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/129276_2018-10-11_10110279.JPG,129276_2018-10-11_10110279.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,129276_2018-10-11_10110279_dy.JPG
2744,/mnt/ssd-cluster/cara/data/HJA_MARIE/HJA_MARIE_SpottedSkunk/images/150801_2018-10-10_10100094.JPG,150801_2018-10-10_10100094.JPG,HJA_MARIE/HJA_MARIE_SpottedSkunk,dy,150801_2018-10-10_10100094_dy.JPG
